@relation toclassify

@attribute classPol {0,4}
@attribute text String

@data
4,'  You should wait for episode 6 since that\'s when the story and plot actually start This is a mere prologue/introduction '
4,'  sometimes we need a time to think don\'t we hope it all comes together '
4,' ready for summer so me and mikayla can pack up and go live w  for a month or so '
4,'  she sure does give great advice right Always says exactly what u need to hear ?? D'
4,'  flowers R lit '
4,' Thanks for the recent follow    Happy to connect  have a great Monday'
4,'  godess Hi I see you follow music and think you might like \"Time\"  Plz let us know what you think '
4,'  Rock On Buddy Woot '
4,' Daily Pic Share followme for more sexy pics  '
4,'  Ah okay Glad you found them in the end  and even more happy you found it very tasty Thanks'
4,' slowly but surely making it through this to-do list  love you girl'
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,'  thank you  ?'
4,'   Ok i understand what you are explaining let me see how to apply it '
4,' i just broke down laughing after 3 hours of testing like an insane person '
4,'  yeah I think I may take a more traditional training approach again '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,' guess whos dead inside and still dying rn D'
4,' When he mentioned my shoes \"Tisha you have nice shoes\" \" I want to take a photo with you \" and here it is D '
4,' Thanks for the recent follow  FurniPro   Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,' Thanks for the recent follow  Jim1   Happy to connect  have a great Monday >> Get FREE '
4,' Thanks for the recent follow   financing  TSimo Happy to connect  have a great Monday >> '
4,'  Hope you find the film You look so sex in the pic '
4,' Hi  I see you follow music and think you may like \"Time\"  Plz let us know what you think '
4,' Windy and brr cold day but fun '
4,' Problem senior speech is tomorrow and currently drowning in upcoming testsSolution dancing to girls just wanna have fun with my dog '
4,'  tug on bro '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow  hensley   Happy to connect  have a great Monday >> '
4,' Poured myself a VODKA to enjoy this RUSSIAN EPISODE EVEN MORE   UK '
4,'    check your emails for heirloom updates '
4,'   its a way to combat spam/bot accounts  i wouldnt be surprised if it limits you to one character during prob'
4,'  that is a good album  doesn\'t matter when you listen to it really it just good you found it I guess X'
4,' when ur abusive ex tries to come back for the billionth time literally just threw up in my mouth '
4,'  wicked and I\'ll repost it in all the usual places - if u\'re cool with that And thanx my friend '
4,'  kjolt Gracias por seguirme en breve te devuelvo follow  Thank you for following me  TuitUtil '
4,'   i\'ll start practicing my accent now P'
4,'  Nice video Left a like D'
4,'  please dm me '
4,' Thanks for the recent follow   jesus Happy to connect  have a great Monday Want this ? >> '
4,' Thanks for the recent follow   Gurux  Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow   Ferg Happy to connect  have a great Monday ??Grow followers ?  ??'
4,' welcome back <33 D '
4,' Throwback to primary school when everyone thought they were the coolest kids because burnley road academy\'s initials were BRA '
4,' Thanks for the recent follow  Sandel   Happy to connect  have a great Monday >> '
4,'  he is legit the biggest prick '
4,' plz brew my coffee right otherwise you\'re dead to me '
4,' & how I was in the front for Anderson Paak & he brought Dre & Kendrick Lamar as well        ?'
4,' Pshh allow JKR and Beyonce you the real deal here I like how you avoided the mithai part p '
4,'  that\'s great news D if true but I\'m still one of those people that sees PPC > x86 I\'m locking themselves into x86 is a bad idea'
4,' CONGRATS FELLOW LEADER  ? '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,' Thanks for the recent follow  FunMadeMe   Happy to connect  have a great Monday >> '
4,'  oh fine p then I\'ll have to come down there and show you how it\'s done'
4,'  When mine is working then my friends\' is not working and reverse D it is quite annoying'
4,'  you can do it al Just wrote a paper on veganism & vegetarianism '
4,'  hello everyone hope all is well my apologies for not being in touch over my usual email address '
4,'  Adopted  My hope is those charges will grow  As you can see we didn\'t get along >>https //t co/4HdBhlZyAW'
4,'    Ireland Only in Inishbofin '
4,'  If men could get pregnant abortions would be easier to get than a head cold on the subway D'
4,'  thanks for sharing VID have a great Monday  ??Grow followers ?  ??'
4,'     mmhm ya ya Twitter sees you darling why else do you think it crashed P'
4,'  Sorry mate D'
4,'  If your hair is super floofy does that make you the next Catwoman '
4,' MOVIE NIGHT  watching Fun Size hilarious awesome i recommend it  Ttyl'
4,'  So true ? Can\'t wait to see non-stock pictures D'
4,'  thanks for sharing  have a great Monday  ??Grow followers ?  ??'
4,'  great I hope it lives up to your expectations '
4,'  dactyl  So do I P'
4,' yep sounds about right P '
4,' New Video  '
4,'  found them  '
4,'  thanks for sharing EveryoneLuvCouponing have a great Monday  ??Grow followers ?  ??'
4,' but so far twelve people think i don\'t suck so P'
4,'  Awh that\'s really cool '
4,'   hell yeah That game is still popping I love it D'
4,'  thanks for sharing JantraK have a great Monday  ??Grow followers ?  ??'
4,'   WJC  Men  When will tickets be on sale For one game not all the games '
4,'  how long you there for I\'m en route could talk foundationy type things if you\'re around D'
4,' In single figures now  '
4,'  come on west brom '
4,'  II img on point D'
4,' HE KEEPS COMMENTING UNDER MY VINE IM SO '
4,' my art teacher wants to put my bowie portrait in the art show '
4,'  Now you just have to tweet more '
4,'  THANK YOU '
4,' Yeah Thanks to Aly & Fila for supporting my new remix on FSOE441 D alterego trance trancefamily fsoe '
4,'  US20 wow my mum just knows how to cook desi food and few foreign basic dishes like pasta spaghetti etc hence i buy from outside p'
4,' And  will take on  Run in May she will join others for    '
4,'  Good night Tilo '
4,'  Nah dating sim about YouTubers lol p'
4,'  when is it not '
4,' Made it to the South of France with ALL the things Tomorrow keys to the new place and unloading D'
4,' love it when you pay for 2 hours of parking and you walk into your class and it only lasts 10 minutes '
4,'  thanks for sharing Deals Every Day have a great Monday  Want this ? >> '
4,' Voting for class officers starts this week vote Molly for c/o 2019 president '
4,' when u having a good time jammin out and then reflection//counterparts comes on '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,'  hell yea guess florida it is '
4,' NowPlaying Great Expectations by The Gaslight Anthem Bring on the weekend   ? ? ? '
4,'  that\'s okay happy to help '
4,' Try to steal it  '
4,' NO ONE cares that your gay no need to talk about it constantly '
4,' Hey Good morning Everyone '
4,'  thanks for sharing Emereo Publishing have a great Monday  ??Grow followers ?  ??'
4,' Thank you so much Really appreciate it  '
4,'  congrats on your goal tonight and for a fantastic season Top of the league '
4,'  Good Luck Haha '
4,' DEAR WORDPRESS FRIENDS - I could really do with your help in sharing this around   via '
4,' Straight girl I am so done with menMe  Me internally But you\'re not though '
4,' Ah yes yet another one '
4,'  But I\'m sure that he does appreciate the tights D'
4,' Thanks for the recent follow   r glover Happy to connect  have a great Monday Want this ? >> '
4,'  ARQ long story short I did pre med and in a gap year I studied math and now I\'ve math exam on 29 April p'
4,'  Happy penquins for ever  '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,' I always love seeing Abed in Cap 2 D'
4,'  u is welcome '
4,' Con amore '
4,' Hey If you\'re bored I recommend you check out the Day of Reckoning map part 2   '
4,'   Would love to be involved  blogginggals demurelashes'
4,' Thank you  for the support legends  trance fsoe '
4,'   great pic '
4,'    XIV EN   ENIX EU Have it on my wish list p'
4,'  TOASTBOY just take your time and be strong '
4,' ¡Conoce la fecha de estreno de The King of Fighters XIV MéxicoPresente KOFXIV > D  '
4,'  You can try a flatpack next time p It\'s a lot faster '
4,'  we could put together a writers bingo card for CrimeFest '
4,'  listen listen candles are meant for smelling not eating '
4,' Less than 2 weeks until  Any donations to  UK would be hugely appreciated   '
4,'  lol I didn\'t want to watch it then - I recorded it but watching and texting friends at same time '
4,'  and St Jude like any good atheist '
4,'   when you\'re acting like armadillo i can D'
4,'  but they\'re wasting it buy it back '
4,' SHOPKINS S3 LOT OF 2 GREAT PAIR   VICKY VAC 3-104 & 3-113 COMB SHIPPING  '
4,' I liked another video on SonicTheHedgehog D  via '
4,'  Thank you Yes it\'s every girls dream in our shop lellikelly sparkle girls '
4,' Washington Monument  '
4,'  4 i changed it in the trackpad settings to behave like a traditional Windows PC '
4,'  yes I worked many many hours on that one '
4,'  No no that\'s fine  I mean how my levels feel to control It\'s difficult to replace the regular LBP gameplay with 3D stuff'
4,' wow know what I\'m in for wwdc2016 '
4,'  ferrigine thanks Gi '
4,' God bless  '
4,'  you\'re welcome '
4,'  Sayed STRLAUGH thank you '
4,' Unfollow Spree  x'
4,'  as you can see yes you have been im just one of the many '
4,'  that\'s great to hear  thx'
4,' GameofThrones in bed me thinks '
4,'  And yes I\'m purposefully retooling the show\'s lame joke P'
4,' couldnt\' resist P'
4,'  Health 4 Less Thank you too '
4,'  You\'re welcome  I enjoyed reading it and continue to have similar thoughts my self'
4,'  oh gosh my bad It\'s bc in Denmark Aus & NZ is kinda the same thing Bad education I know lol D'
4,'  The Ice Cold Wake Up Prank lol I got him so good guys lol if you enjoy please smash that like button xox '
4,' Lyra is off to Lamu too  <3 '
4,'  HeretoHelp Done '
4,' She just woke up from a REAL nap and it\'s wonderful D '
4,' We will have a pair of Double D\'s in charge of SDSU '
4,'   Avenger  Ask kashmiris P PS only the violent one P there are good people everywhere LOL P'
4,'  p not everyone but we talk enough'
4,' Join me RIGHT NOW for some fun   pussy bondage orgy lady '
4,' Game of Thrones mode ON '
4,'  You made it back in time yesterday then D'
4,'  I would trust me '
4,'  - yeap '
4,' Prepared for the last week of School D '
4,' Gorgeous day for a run don\'t you think   get out and get active '
4,'   I can do like 4-6am here the next two weeks but something tells me that\'s a bit early p'
4,'  woohoo  looking forward to your thoughts x'
4,'  no way That\'s awesome '
4,'  thinkss that\'s good man '
4,' I will write a book review for you Contact me to get started  https //t co/QPPGBmdEoX'
4,'  i block all ads P'
4,' Owen \"you are beautiful\"Kristina \"Oh screw beautiful I am brilliant you wanna appraise me compliment my brain\"   greysanatomy'
4,'  \'\'Cute is just a defense mechanism \'\' That\'s heavy man D I won\'t forget it'
4,'   Thanks guys  It was really fun to work on'
4,' werkwerkwerkwerkwerk gets stuck in your head when your students can\'t stop singing it during coding  ilovemyjob '
4,'  Happy Birthday '
4,'  Hi Sarah we\'re still fairly new and getting going  we\'ll talk about anything gardeny Will run a themed GardensHour soon'
4,'  C     Twitch  stream here\'s 1 more p'
4,' Stats for the day have arrived 2 new followers and NO unfollowers  via '
4,' Happy monday  https //t co/1CqJiANYu0 '
4,'  inflatables Hi I see you follow music and think you might like \"Time\"  Plz let us know what you think '
4,'  hoying mamka said we walked almost 10 km so D'
4,'  goodnight D'
4,' special thank you to  for being so nice always <3 and buying me a panda o D <33'
4,'  Tell your grandparents I said Hii '
4,'   thank you '
4,'   Thank you  Hope ya enjoy'
4,'  Twiiter RTs from likes  plz'
4,'  I LOVE U hope one day u notice me '
4,'   thought of you '
4,' me walking in the streets like why aren\'t y\'all  D'
4,'  YAY I\'M SO HAPPY NOW WELCOME BACK THOUGH D'
4,'  here  '
4,' Mcm is my love   '
4,' Looking for mondaynightspecial reading try some mondayblogs  '
4,' Ladies\' men hate geeks They have found our website  Try it out>>https //t co/VALqLJ3ZpZ '
4,'  only playing with the best p'
4,'  Sometimes all of us do and sometimes all of us don\'t '
4,'  which is to say I started a minecraft server >  find a way to learn AND have fun u'
4,'  my wife and I love the new Ratchet and Clank but didn\'t get to pre-order It would mean a lot to her for a Bouncer code '
4,' my sister yeah i play video games a lot Pmy sister literally doesn\'t play anything even if I beg her'
4,' Civil War in two weeks and Apocalypse in a month D '
4,'  Hey whats crackin  I\'m bored Anyone wanna snapchat lol Add me dabfox'
4,'  Then my job is done  Hope you get a chance to try the recipe '
4,' srry for the short show but we are very busy so thats all we could squeeze in for today have a good day we love u  https //t co/KpuWOU2A5I'
4,'  Hi there  Do you have a direct email address we can reach you on Thanks'
4,' ? Buy it now at our Ebay store Free shipping to Canada  Mixed Beads 75 Pcs Red Murano Style Glass '
4,'  Nice to see someone so passionate about cheddar Our\'s is availble in the USA for connoisseurs like you '
4,'  it really is fabulous '
4,'  i em leernin '
4,' RSVP to the Proximity 3M Livestream on Facebook  https //t co/TTCdhi4ylz'
4,'  I hope to test it against `docker-gen` and other packages PR\'s are welcome if you run into any issues '
4,'  don\'t nap  vacuum the stairs '
4,' i finally got a chance to watch jack\'s coachella video and he talked about the set he dmed me about im '
4,'  seems to be working he has a much higher profile than he used to '
4,'  Hi Lori I\'m so glad that you grabbed the last spot Our PBL is designed for all grade levels See you in August '
4,'  STRLAUGH thanks D'
4,'   I am always a writing excuse '
4,' Thanks for the memories '
4,' Have tea wit me  I missed you negar'
4,' please text cheyenne and ask why she deactivated I\'m wo… — i dont wanna bother her P if she deactivated its cos s… '
4,' These girls  '
4,' Hi  long time no speak studio version of this pls  '
4,'  Good You should P'
4,' By that logic cishet men shouldn\'t be allowed to work in schools bc they\'re surrounded by young girls '
4,' Pushto Ta Der Kamasal YeTranslation You\'re bourgeois P LearnPushto'
4,' everyday gets easier and easier'
4,'  Mayzz Aww I wanna see it What\'s his snapchat '
4,' Fever finally broke Back at it tomorrow Love  '
4,'  you will meet mikey  '
4,'  Looking pretty here Pixiee '
4,' The smell of meatloaf is reminding me of being a kid  miss my mom ??'
4,' Custom frames will be a thing again this year if you would like a unique one for yourself '
4,'  Thank you D'
4,'  you guys still selling adult XL match shirts want to get one for a friends 30th bday printed would make his birthday '
4,'  oh no I am not as sweary as my mom '
4,'  Thanks for sharing Sending this to supervisors to share with the crew '
4,' Both are well worth visiting around sunset next time you\'re in Jerusalem '
4,'  I don\'t joke you better bring your A+ game here '
4,'  see monkk rington set  24panelspersecond '
4,'  Oh STRLAUGH Yeah that passed and now I just have to make sure my head is in the right place to get things done '
4,' Dez our very handsome Mini Australian Shepard He loves to come and run around with his friends at daycare  '
4,' I\'m very happy to know Robert Swift escaped from China after one year Ask me about him sometime it is a good story '
4,' WBA  come on u baggies'
4,' Morning '
4,'    MilkyWay Hi May I ask you to help and upload these pictures Thank you  '
4,'  I\'m just \"spreading awareness\" '
4,'  done '
4,'  Kass  tremendous sold out of course I have extras--for a price '
4,'  Good luck with custom games D'
4,'  i love this drawing  ??'
4,'  I want to try it immediately '
4,'  Thanks for releasing this '
4,' Coming soon  NewProjectRosso18 '
4,' When we ask  to address one word to  FANS in Egypt Check out the answer D@FanTheFilm '
4,' He got comfortable pretty fast P Capaldi prettyboy… '
4,' had an allergic reaction to stage paint '
4,'  Happy bday sweetie '
4,'  dm me '
4,'  er about 28th may ish not really sure but around that weekend '
4,'  Actually it seems his wardrobe was modeled more closely on 18th century 200 years later  https //t co/QmIFDxoWZz'
4,' No matter d labels thrown at u all dt matters is how u define urslf '
4,'  We are eager to come to bbh p Which unit btw'
4,'  isn\'t it '
4,'   p4  way to support your Team Great smiles  '
4,'  You\'re welcome little shooting star '
4,'  I hope you find some gold in your new place '
4,'  lol yes dude I\'m alive my buddy called me early morning and wanted me to drive him back Dallas I was dead but still alive '
4,'  now youre not texting me back so i take my sorry back '
4,' Since we migrated PDLTools https //t co/jRv1MYYyja to GitHub we\'ve already gotten 3 new contribs convincinggenz  in'
4,'  I don\'t think they\'re Mammatus they look more like Cumulus/AltoCumulus '
4,' Appreciate your recent Retweets have a great Wednesday '
4,'  STRLAUGH gotta see them all  and I\'m glad you signed up too  I appreciate it ??'
4,' Trailers and Teasers the only thing that can ruin a movie\'s surprise sure you can ignore it but lets face it you won\'t P'
4,'  pletcher  FYI normally I recommend posting on the forums in case we have questions Twitter isn\'t the best for support '
4,'  Heard abt \'Grudge vs Ring\' Haha I\'m confused aftr watching it Nt a reaction but chk out the trailer  D'
4,'  Hope not i want Leicester to win the league D'
4,' Starting tomorrow there will be a goal for Bob Ross creative streams '
4,'  Ah I meant that I agree that it should be and we should continue to use it '
4,' my onesie has a big ole whole in it so on to plan b '
4,'  Lovely stuff Here are the captures from Breakfast and BBCOne lunchtime by the way  Thanks again '
4,'  FicFest Or you can fight over it '
4,'  are we finally gonna meet this year yes Yep Okay good '
4,'  Lol Did Crowley cause this deflagration or was it triggered because of the hotness '
4,'  thank you '
4,'  I’d love to read those type of reviews '
4,' Today marks the one year anniversary of me getting a PlayStation Vita Not once have I regretted getting it '
4,'  i love this kim and i love you '
4,' You are my Sunday  '
4,'  Santos7 we love we go on the moon we write poems This is what humans does Bite brother is sane no more Be human '
4,' Anyone questioning ovomit\'s eligiblity was ridiculed & labeled \"birther\" - not the dogs fault    '
4,' charles everything is good  raven GUESS WHAT FUCKO'
4,' Your Monday smile  Love Is All <3 '
4,'  aww this is so nice tysm id love to meet you too '
4,' Lastt tweet 4 a whiile / Fokusin on me 4 now see yall n take care  ?'
4,'  Looks cool '
4,' Ahh sound '
4,' Have you entered my giveaway  oldhamhour https //t co/Mh7tJcCm2A'
4,'  Redline2015 Kate What is it '
4,' Little monkey dude and his cake  '
4,'  Activism   Berlin Damn that\'s awesome  Wish I could visit ASAP'
4,'  DIA Thanks for the follow Please shop at  freedelivery '
4,'  My facial expression went thusly  D - | - '
4,'  Lol That\'s either slightly too subtle joke or an absolute howler P'
4,'  pontin All the best for your first day  Mr GM smash it bro  '
4,'  West Midlands UK '
4,' Just go to a good inyanga or sangoma Reconnect with your ancestors & reignite your African spirituality  '
4,'  Nope  Video going up tomorrow or later'
4,' When you get written up for playing slither io '
4,'  RI is my love and home  Maine a close second cause it has the mountains   enjoy RI   where everybody knows your name '
4,'  likewise Valerie  thought we followed each other already but must just be the  account Al'
4,'  Someone needs to be tickled '
4,'  One warning tho When you open the box a giant fist punches you in the face Game likes to let you know who\'s in charge '
4,' Happy I\'m working and focusing on school so much Getting my life together has never felt so good '
4,'  I know but im now falling for thatt D'
4,' when taeyeon wears snapbacks '
4,' I  have  so  much  to  do  and  I  do  not  have  enough  time '
4,' She is so delutional  '
4,'  sure '
4,'  My next  order will include new avengers dr strange season one and triumph&torment Thanks from across the world '
4,'  A very zesty spicy AND tangy response but I have already responded P'
4,' Did you like it P '
4,'  ha no D if that causes Angular to lowercase all the attributes I\'m going to cut off my nipples and go live in a yurt'
4,'  Jason Dy - Milagro  via '
4,' Stats for the day have arrived 1 new follower and NO unfollowers  via '
4,' Ohh baby I have upgraded my internet and it is amazing '
4,' Everytime I walk in the door I start to greet my dog then her empty cage reminds me '
4,' I AM ON FIYYUHH today no time for adversity all W\'s for your girl  '
4,' Happy Birthday Andrew Have an amazing day From your Team & friends  '
4,'  Definitely something you can be proud about '
4,'       I seriously cant wait for this '
4,'  brizzy why  p'
4,'  you too Come to my bday next Tuesday night  or next Friday Whichever'
4,'  Harsh I never said being smug wasn\'t entirely fair I like this photo  '
4,'  thx so close 3rd I\'ll be grinding with you all day as you stream today Hope you have a great day and we get that gold '
4,'  go for \"want an easier challange\" D'
4,'  Photos How can I work as Photographer with your agency P more photos there '
4,' True  '
4,'  sayers Cheers for the follow Doug '
4,'  barely thanks for sharing '
4,'   it was my fav activity of 6th year miss it already'
4,' Watzke absoluter Savage im AudiStarTalk D Sky'
4,' Stats for the day have arrived 4 new followers and NO unfollowers  via '
4,' i have a headick '
4,'  massage Love your confidence and will check you out  northlondonhour'
4,' Join me RIGHT NOW for some fun   porn camsex nudegirls hoes '
4,'  It is hard because the sports teams are making it worst I am sure '
4,' excited for my tattoo '
4,'  I wish I could have met you guys for my birthday but it didn\'t happen ? but I bought some stuff using my birthday money D'
4,' I was about to reply \"the minute is over\" here but it actually came back online D '
4,' Wedding Ceremony of MPA * MalikSajjadNawazArain '
4,'  lol cheater PLike a TRUE Souls nerd i have over 110 actually played hrs since release'
4,' Somebody teach me how to play Don\'t Stave Together P'
4,' this is a test of GroupTweet  via '
4,'  genovese  Haha I promise I\'m not one upping We can share  Love you both xoxo'
4,' dear twitter people I am an artist a fairly good one and in need of an income pitch me your projects D '
4,'   You see that face after a sudden death in Darkest Dungeon or Hyper Light Drifter too P'
4,'  you can do it I\'ve been vegan for like a month and I already am feelin the positive reproductions '
4,' LOL  Yes '
4,' gonna play some dks3 soon '
4,'  There you go D'
4,'   Ectly I enjoy eating alone soo I have no opinion ON that D'
4,' my new video is almost at 100 views this will be my first 100view vid help me out guys  '
4,'  U learned \'I Love You\' in Sign Language Here another one for u \'The Rock\' in Sign Language  TheRock '
4,'   how much are the ones to the three shows '
4,'  media But I am already following you - always have done '
4,'    i also was wondering what if after the transfer rayna is bonnie  i hope to see you again on TVD'
4,' Ay  I\'ll Be Loving You - King Khan & BBQ Show '
4,'  my eyes are green ok '
4,' Grande vanilla bean frappucino soy no whip and 1 birthday cakepop D  Starbucks in Montgomery AL '
4,' I got my job STRLAUGH '
4,' Celebrate with  Toronto - 25 years industrial Get \"Control EP - 25th Anniversary Remasterd\" THX Dhttps //t co/0pLtEUWaOe'
4,'      class is out for the day  '
4,'  congrat pour Justin '
4,' only if you knew bruh '
4,' Looking forward to dojochatEU this week We\'ll be chatting all about work-life balance  primaryrocks edchatie '
4,' Thanks for the recent follow   sion  Happy to connect  have a great Monday >> Get FREE '
4,' happy bday Ju  thanks for always always always being my friend I love u ???@juliapecha '
4,'  Thank you D'
4,'  chuy thank you chuy D'
4,'  Game Bad link '
4,'  thanks for sharing about adventure have a great Monday '
4,' Carley enjoys pissing me off on purpose '
4,'  EN thanks for sharing about international have a great Monday  ??Grow followers ?  ??'
4,'  thank you '
4,'  Index Bit like West Brom having nowt on tonight '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,' Hi Andrea One more hour of work and I\'m off to home to listen to my beloved   ?? '
4,'  thanks for sharing about adultcoloring have a great Monday  ??Grow followers ?  ??'
4,'  thanks for sharing about talent acquisition have a great Monday  Want this ? >> '
4,' Thanks for the recent follow    Mics Happy to connect  have a great Monday >> '
4,'  thanks for sharing about housewife have a great Monday  ??Grow followers ?  ??'
4,'  thanks for sharing about disease have a great Monday  Want this ? >> '
4,'   Do you ever leave P'
4,'  our excitement over new household appliances is how we know we\'re all grown up  '
4,'  we should tell  Tea to make this happen '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow   Happy to connect  have a great Monday Want this ? >> '
4,'  classy Thank you '
4,'  or if you are at a CUNY campus it is finally Spring Break '
4,' someone at province or usf area come hang out and watch bobs burgers w me '
4,'  just have confidence we have each other to support '
4,'  and for not cleaning the house the five minutes ive been home '
4,'  Thanks '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,'  another blowout Hornets victory p'
4,' Also a big shoutout to  you guys were fucking crazy and it was great to play alongside you '
4,'  I am coming wait for me  '
4,' Thanks for the recent follow    za Happy to connect  have a great Monday >> Get FREE '
4,' Everyone knows everyone I used to find this annoying early on Not anymore '
4,'  Rikka it\'s okay '
4,'  ew same good luck mate  x'
4,'  request sent when you close and reopen the app you should see it in your mail '
4,' Thanks for the recent follow   Happy to connect  have a great Monday Want this ? >> '
4,'  amazing show on QVC where did you get your charm like bracelet right hand you was wearing on the show from I love it '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,'  Xx I need to watch football tomorrow but could be tempted to do so at the pub '
4,' I ache now but it was a great session Thank you  '
4,'  hope another time you\'ll be able to go to one  but I\'m sure there\'s gonna be a lot of amazing videos xx'
4,'  gonzalez adverts are on - give us a rundown so far '
4,'  San Andreas was still the best one in my opinion P'
4,' what a great day for a monday '
4,'  Awesome pic '
4,'  wow is fab Didn\'t realise you were so talented  will definitely check the others out'
4,'  you\'re fine don\'t worry '
4,'  I\'m starting season 1 now  Tom'
4,' Follow back pls   MU'
4,'  thanks '
4,' Thanks for the recent follow  23  Happy to connect  have a great Monday Want this ? >> '
4,' Most of the books I read last week were 4-5 star reads It was a pretty good week  '
4,'  Ok I\'ll believe you D'
4,'  just stay on small roads for a while before using highways '
4,'  A small step with a massive positive impact '
4,'  Well played  I appreciate the outreach I will check out the site tonight and get back to you Thanks so much'
4,' Hi  I see you follow music and think you may like \"Time\"  Plz let us know what you think '
4,'  that wasn\'t a dream p'
4,'  He is too old to play receiver '
4,' I love new tires as much as I\'m looking forward to building my new Dana44 axle  ProCo…  '
4,'   True'
4,'  this has been the time I talked to you about cookies for longer than could possibly be justified Remember it well '
4,' like like like like like  '
4,'  You made my night thanks D'
4,' Thanks for the recent follow    Happy to connect  have a great Monday'
4,' Thanks for the recent follow   TK  KrOnickZz Happy to connect  have a great Monday >> '
4,' Tomorrow is my rest day since I stayed up all night '
4,' Thanks for the recent follow    of Pdub Happy to connect  have a great Monday >> '
4,'  Your snaps really made my day Can\'t stop smiling D Thank you for all the love SnapchatFam'
4,' Smores Frap is back '
4,' *after I win a game*Outside > < oh yaay  Inside fite me m8 I\'m unbreakable and totally not conceited I <3 competition Let\'s goOo'
4,' Thanks for the recent follow   the beast  Happy to connect  have a great Monday >> '
4,'  MJ They are adorable But maybe tied with mine  '
4,' Hit up our website discount soon  https //t co/5qkoWBMW4J'
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,'  monroe THANKS '
4,'   today was so great  Blu you are amazing Thank you for having me on your show HashtagRadio ??'
4,' Thanks for the recent follow   Happy to connect  have a great Monday Want this ? >> '
4,'   Hello dear girls I do love M&Sons as a matter of fact  No rumours Sara it\'s just me the hopeless dreamer P'
4,'  via  great marketing guys Great lead up to this final commercial '
4,' Thanks for the recent follow   Happy to connect  have a great Monday Want this ? >> '
4,' HBD?? glad I have a friend like u who loves the vikings & hay day as much as me  I LOVE YOU SO MUCH? mikezimmer '
4,'  Hey new friend dabfox is my snapchat add me and we can talk there '
4,'  a gfx pack No thank you I dont want my garbage to look even worse '
4,'  That\'s true Movies can be more powerful than people give them credit for '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> '
4,'  didn\'t mean to scare you I just know you have been wondering about it in your sleep D'
4,'  Who\'s a good dog Not you buddy '
4,' This video made my day hopefully it will make yours too  '
4,'  don\'t have any hw this week because of test on thursday D'
4,'  cool D blue hair is sweet'
4,'  Sugg For HiitTheRoadUSA can you and caspar come to Pennsylvania because you two are my life and I just want to hug you '
4,' had to walk to work in the morning it was freezing and sprinklinghad to walk home windy as shit & starting to rain '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> '
4,' Thanks for the recent follow   B00ZLERS Happy to connect  have a great Monday >> Get FREE '
4,'  Alexandros you need Vodka '
4,'  I have it currently and I love it P a lot better then windows 8 1 and I dont want to be one of those windows 7 is the bestpeople'
4,'  plague Shine baby shine on me '
4,' Thanks for the recent follow   Happy to connect  have a great Monday >> Get FREE '
4,'  what even goes on in your mind Omg STRLAUGH p'
4,'   Very good article well written '
4,' Are you ready to makeMom happy  Code THANKSMOM with free shipping on any order '
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> Get FREE '
4,' Thanks for the recent follow    scott Happy to connect  have a great Monday >> Get FREE '
4,'  my hands art done by my friend I\'ll send more info when i can text better lol p '
4,' DUCT TAPE PURSE D I Y Go subscribe to her   '
4,' Horizon 43 year old disabled bloke living a council house any takers P'
4,' Saani is learning to play  '
4,'  Aw yas so hype D'
4,' love how my teachers tell us about mock exams the week before we have to do it '
4,' April 2016 Newsletter – My ‘Pro Patria’ Medal  Dear lovely friends I hope you are well and thank you for y '
4,'  thanks for sharing Guitar World have a great Monday  ??Grow followers ?  ??'
4,'  Lune  The timing was almost perfect '
4,'  no idea yar Thanks for asking though '
4,'  Hi I see you follow music and think you might like \"Time\"  Plz let us know what you think '
4,' well my dad got an iphone  he\'s waving  '
4,'  thanks for sharing MarshalJeans have a great Monday  Want this ? >> '
4,' cam kicked me in the face n I swear I\'m getting a black eye x tru love  Xxx goals'
4,'      simba and his dad husky ver '
4,'  no those cousins I heard about from word of mouth p if it happened to me I would kill myself'
4,' Thanks for the recent follow    Happy to connect  have a great Monday >> '
4,'  thanks for sharing KBTS have a great Monday  Want this ? >> '
4,' Not every picture needs a caption  '
4,'  Hi Jennifer The window closes at midnight tonight '
4,' Free EVA16 app now available for Android and Apple  '
