@relation 'prova-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute text string
@attribute classPol {0,4}

@data
' just got some amazing donuts',4
'  definitely a good shine gotta be aerodynamic for race day',4
' join us today from 3-7pm for our community blood drive it\'s for a great cause',4
'  hey girl we need to have a sleepover this weekend i love u ma best friend',4
' replaced twitterfon with tweetie on my iphone i like the additional features',4
' i am shocking the world by wearing a skirt to work today',4
'  and i\'m happy that i didn\'t enter now',4
'  good idea thrifting friday',4
'  thank you very much shoot me a tweet once you start reading ono we can compare notes',4
'  good thanks for asking i said hi because you want all your followers to do so have a good one',4
'  ha i\'m glad i think',4
' happy friday yay for 3 day weekends',4
' coffee love of my life',4
' santos tonight to celebrate wit tha fam watch out y\'all we got a lot of pent up partying to get out lol but come party wit us',4
' i am there everyday rt   oh right oh and welcome back to cumulus nation maybe i\'ll see you some day',4
' is so ready for school to be out',4
'  mum is u guys beering tonight fran is away and beer is very much needed',4
'  har de har',4
' i want to take a road trip someday just me and my music and a map',4
'  too late *burp* i\'m soo classy',4
'    chetan thanks a lot for the recommendations followfriday skqot',4
' writting a letter to my honey for my farewellness lol i love him soo much',4
' is having a bullets day',4
'  girl i wldnt snitch on ya lol',4
' is the day over yet just watched the 2nd teaser of a teaser for mw2 it\'s going to be a long wait',4
' local major supermarket of 19yrs bankrupt hmm not good local econmony taking a beating too oh well off to gym to destress',4
' cant wait for next summer caoching tennis in the u s of a',4
'  no booze please just yummy food',4
' wow beautiful day out',4
' i think today will be spent in my own little world',4
' tonight was great i love my sebby',4
' starplayer tonight',4
' i\'m off for a while things to do people to see i\'ll be back later for more ff f1 news and other ramblings enjoy your afternoon',4
' yet another day of jury duty but sleeping over at anna\'s',4
' on my way to london now cant wait to get there',4
'  not really soz',4
' i am going to see jimmy fallon with the nico\'s',4
' looking forward to a beautiful and relaxing weekend and game 3 tonight happy memorial day weekend',4
'  hsm but way edgier',4
' and everytime when we get together we just fall in love again',4
'  maybe he got hungry',4
'  yeap that\'s exactly what i meant',4
'  just so you know you vanished from my dm list again so fix it like we did the last time thx',4
' last day of school',4
'  daniel and to think i was hoping for an enlightening reply failfriday',4
'  can i have a chocolate day too lol had a bit of a rough night - in need of some cheering up now chocolate yum',4
'  f man i need to start making some cookies for all the ff love',4
' im about to go set up an assembly then watch an acapella band excitement',4
' rt  followfriday  - just because you should - it\'s wrong not too < thank you',4
'  your wedding hair\'s pretty i liked the colour',4
'  web design wow thanks for the ff',4
' slept for 2 more hours going to try and get some more sleep in',4
' highschool reunion gak mungkin langsing dlm semalam kan he3 rt   woman u r funnyy eat a horse while you\'r',4
'   thanks let\'s celebrate this next week when i\'m there',4
' not far to montepulciano',4
'  see--*this* actually helps',4
'  perhaps its a bot they tend to be a little passive when their not auto-adding friends and sending spam and so on',4
' starting my day off early going to the pool for a little while then working later',4
'  and soon thai\'s a-comin\'',4
'  way to go hun you look great',4
'  come 2 venezuela & play a couple of shows & we\'ll show u our teeth & wht we got underneath make us smile smile smile please',4
'  i used to be so obsessed with the original loved turning europe into a desert through heavy use of aztec nuclear weapons',4
'  does ai still have you on a schedule or do they give you at least a couple weeks to lounge around lovely exhaustion',4
'  hi hun   shines92 it\'s very exciting haven\'t had time off like this in years lol',4
' waiting for the weekend to start',4
' isnt everyone happy today is friday and the beginning of a 3 day memorial weekend',4
' half day in the office does anyone have any really exciting plans for the long weekend',4
' new blog update rachelinjapan wordpress com',4
'  nope i want one though',4
'  hey where da nunews just viewed jacks stuff told him to keep cap on lol later have nice day',4
'  no rush i\'m reading the irrestistible revolution 3 cups of tea & here comes everybody all at the same time right now',4
'  that\'s not crazy that\'s awesome and dedicated you coming over on your own',4
' i love google maps especially of dc i want to be there',4
'  sorry to bother u then',4
' met a school friend of mine after 13 yrs it was lovely & he looked great',4
' on phone duty call me if you or someone you know is looking to buy or sell 919-625-0211',4
' URL - my little munchkin benji',4
'  as a matter of fact she and i made the executive decision that you have to pick so have fun with that',4
'  oh and what comes first wine or horses',4
'  you can do it',4
'   i\'m feeling another friday movie night coming on let me know if either of you want company',4
'  STRLAUGH woo friday and only 2 more half days tues and wed for me',4
'  welcome to brazil i\'m from rio but i\'ll can\'t to see you i love you come back soon and good show',4
' brb have calls to make cyu\'s in a bit',4
' likes pho hoa URL',4
'  no i think maybe you are let\'s hug',4
' goodmorning twttr peoples hope everyone has a gr8 day & enjoys the sun hehe omg so glad it\'s friday yeahh hehe sleeping in 2morrow',4
'  i\'m glad it is finally working for you',4
'  look forward to seeing more of maisy and friends',4
' trinking my daily latte macchiato',4
' have changed my mind - probably will not quit tennis',4
'  URL con info xd maybe you already know it all but yeh',4
'  we want an update on URL',4
' follow friday please follow me',4
'  saling hi julie glad to see your back on your feet',4
'  na its cool dude i still get to jam out and work out and mellow just when i\'m not i\'m working STRLAUGH would have liked t',4
' pokerr again',4
' we\'ll have to buy you a bday drink see you there rt  new blog post wired wed ottawa kicks off may 27 URL',4
'  or better yet  better be letting us nyers know a date and time',4
'  i am so peppy today',4
' URL - thirsty',4
' it is so interesting to find out how long you\'ve lived in days apparently i\'ve lived for 6806 days and counting hopefully',4
'  we\'ve gotten that response at our house too oh the strong-willed child',4
' sip lob bad these make up my life',4
'  thx',4
'  etsy woohoo thanks',4
' humourous quip of the day everyone has a right to be stupid but you\'re abusing the priviledge',4
' my gramps from portland flies into dfw today gotta pick him up around 2 30ish hes flying down to visit with me for the weekend',4
'  and that piece is called \"the man with the machine gun \" have you heard the black mages\' rendition',4
' can\'t wait to go to nyc in october pre-birthday weekend seeing hair can\'t wait to see it again shrek p nk woohoo and more',4
'  lol good thing gyalis sound has an extra book we live',4
'  it was great to see u i have a feeling i\'ll be back soon',4
'  thanks gotta love the old stuff',4
' lia\'s bday dinner tonight super stoked improv comedey last night was amazing',4
'  last upgraded in 1998',4
'  hey abby thank you glad you are well - have a great w/e',4
'  that was the coolest thing i\'d ever seen',4
'  lol i feel like a nerd reminiscing i know it was just so real and fun to see i should get to work',4
' changin my name to ambergirl66 STRLAUGH my youtube name and it mathces my background',4
'  wanna come over for shabbat  makes a killer shnitzel is that what you had in mind',4
' got some good leads yesterday prescreen interview on tuesday another w a recruiter and then my old co was apparently asking about me',4
'  thanks for the follow friday i\'m payin\' it forward',4
'  they were all so funny laughing out loud at work listening to you read them out x',4
' argentina or bust  and  i will miss you',4
'  what was the advice',4
' tweet tweet tweeples you - hope you all have a great friday my check is burning a hole in my purse - must shop hugs and stuff',4
' excited because i get to go out to lunch with ben & he\'s also gonna bring me my glasses',4
'  STRLAUGH - looks in secret hiding place - STRLAUGH more there',4
' hoping today comes out better',4
' we really think you should buy your green home and garden tour passport really go to greenup on ca for more info',4
'  good idea',4
'  1995thank you i loove your picture i loove miley cyrus hehe',4
' gettin ready for the weekend tenn 10 >^ ^<',4
'  - pub both blessing and curse because it\'s easier to make an ass of urself in front of co-workers not a big 1 in bed already',4
'  enjoy your vacation day and the holiday',4
' it\'s such a gorgeous day out again',4
'  not sure if i replied back 2 u sorry if i didnt anyway i am good same lol how r u havent seen u on pogo either',4
' i think i am finally ready for the next chapter of my life',4
' off to the body paint expo i\'ve got some fun things in store for artists today',4
'  pay day is awesome',4
'  lol didn\'t work though - never voted conservative in my life totally agree with your previous tweet time for a revolution',4
' blown 30 quid on a cardigan from selfridges it is worth it though',4
' a happy friday to all of you out there in the twitterverse tgif',4
'  well done what are you studying there',4
'  i\'m loving your tweets keep it up they are making me smile nycfw',4
'  holy crapp holy crapp holy crapp dark crystal sequal',4
'   grimes let the backyard revisions & dandelion crowning commence until allergies or naughty puggles intervene',4
'  gm and thank you hope your having a wonderful day',4
' oxd q deliciosa mañanaa lloveiosaa only happy when it rains',4
'  lol u can say that again ',4
' i forgot pokemon platinum is out now in the uk pokemonplatinum',4
'  angel congratulations granny sorry i missed that exhilerating moment what a youthful twittering grandmother you are',4
' mm qualityy products',4
' dallas for the weekend round two benny benassi saturday rock&ravee',4
'  i\'m sure there\'s no limit to the amount of awesome you can handle',4
'  revising so early because i have alot to revise =p go and get a sheet of mr royal and my day has been fantastic hbu',4
'  hey i think its better to not place something when its comming soon',4
' followfriday more friends in sweden    and did i mention  n',4
' talkin to my cousin',4
'  she\'s coming',4
'  if aioseo works for you don\'t change but if you \"start again\" or on another blog give it a good look',4
' anyone fancy a game of footie',4
' everyone say hi - i\'m showing the twitter to the aunt',4
' will do more later',4
' enjoying my first day getting used to the title \"grandpa\"',4
' that was my first ffshout next time will be the fellas',4
'  draper depends how you use it--highly effective for me',4
' says tis is a little xtra skill u learn fr making podcasts editing mp3s URL',4
' feeling energized from the ride this morning',4
' cannot sleep s will watch good old kings of leon live to make me feel better',4
'  same link necolebitchie com it just comes up as mobile',4
'  or maybe to the bottom of the \"leaders\" pockets',4
' follow friday         ',4
'  i\'d dir if it took foe my new laptop to be made in 20-25 days but i guess it\'s worth it hope you get it in time',4
'  boogie lmao don\'t do me like that baby',4
' woke up when my body told me to and a smile crossed my face',4
'  hun i miss you good to hear yeh i am pretty good but tired aw thankyou x',4
'  STRLAUGH from the classtrip right mrs metin i want them back',4
'  sure someone out there does',4
' wishes 2 a same as the 1 yesterday about  b no more swine flu c 1 of my \"sisters\"  has an awesome day tmrw',4
'  i had wanted to go to that one because it\'s close to my mil next year',4
' getting pumped up for the weekend woohoo got a little \"rock of ages\" playlist ready to rock in my \'pod for my am workout',4
'  lmbo -- too funny that\'s the same reaction i get from my husband',4
' had a bird fall down my chimney 2day managed to catch it and set it free that\'s one very lucky bird',4
'  that\'s why i always had an affinity for the question and the shadow those guys wear suits and ties man',4
'  can\'t tell you how relived and excited i am to hear that thanks so much for including me in this project',4
'  keep up the good work love the songs maybe i see u at the bitter end next week',4
' just finished dinner gotta do post-production on my next song URL',4
'  and we\'re excited to have you back',4
' i think i\'m being stalked by the personal trainer from the cruise i went on a month ago i\'ll hide by flying all over the country',4
' on the tram i saw him push her fringe up to kiss her twice on the forehead i found myself smiling',4
'     ok well come to the next 27dinner & ask the vitaminwater guys as will i',4
'  215 groups coming on the 25th & 29th all i know so far greet them at fort dix or play hostess at phl airport',4
' let\'s go to the mountain to walk with i me and mine URL',4
'  thank you i try',4
'  thanks tawn',4
' great review of bolla bar by  - this time the correct version URL',4
' good night tweeps early day tom gonna island hop',4
' today is going to be fun and yay lakers lost',4
' in about 5 minutes i\'m heading into the tornado but by 2;15 i\'ll be into the eye of the storm',4
' \"i can hear you smile and it sounds wonderful \"',4
' 629 uulitin ko to dahil walang 618',4
' simon cowell put it up right i just poked myself in the eye n it hurts its raining',4
'  heck eliz i\'m lookin forward too monday in 2 weeks cause that\'s when i get my kiss oh yeah baby plant it on me',4
'  i\'ll be a fan of yours if you become a fan of mine URL',4
'  and you should happy birthday',4
' follow friday      follow these',4
' friday night taco night and yeah i already had dinner it\'s more like a late lunch but yay for taco\'s',4
' so much for sleeping in but at least im off on a beautiful day',4
'  it\'s worth it',4
'  i just made you the ugliest b-day cake ever STRLAUGH at least the cupcakes are cute happy b-day see you tonight',4
' rt  there is always room for imporvements and new grips',4
'  yes 269 more in next 72 hours thanks for the recommendation',4
' i had a good dream last night finally',4
'  love your vlog 50/50 chance lmao would love to see cpt hand out tattoos xd you are amazing but you already knew that',4
'  you crack me up STRLAUGH',4
'  dude \"this series is over \" don\'t waffle today on ath reali will eat you alive as he should',4
'  d claree its bethanyy i thought id follow u cuzz i new u had twiitter x',4
' dancing with josh lol',4
' hanging in hawbaker\'s for study hall getting my sewing project next period board game friday and ssr after lunch',4
'  following you now',4
'  hello from across the globe how are things over there',4
'  lol i think i\'m only like g-list internet famous so it ain\'t saying much but you\'re welcome',4
' happy hour today after work mccormick and schmicks downtown join us',4
'  okay now i see what you meant you were thinking of me when you were making it it turned out great',4
'   i like your approach to get the twitter power 10 to promote good ly hammer em',4
'  i\'ll have to look into that until then - i think you might enjoy this blog URL',4
' third interview at doner wish me luck',4
' getting ready to hit the garage sale scene in the surrounding areas me and annabelle with the stroller watch out',4
'  very simliar to my interests',4
'  URL - you are keeping these coming thick and fast today cheers xx',4
' wow just realised that it is now only 19 days before i go and see west side story again how time flies i\'m soo excited',4
'  your welcome',4
'     chhers for the set compliments guys enjoyed inflicting some kiwi on the chicagoans',4
' yeah armin still has it ok u hv fun too rt   u deserve some armin van buuren to wind down chill thru the w/end',4
' just got to my doc appointment',4
' hey just had a presentation from a wonderful girl who is blind <3 god bless her then had drama ahh can my group learn to work',4
'  good',4
'  tweetdeck is the greatest thing since sliced bread',4
' guys im sorry but im gonna put up one more ad before i go to the doctor please click it really helps',4
' right now i\'m snuggled up in bed listening to the rain best day off ever',4
'  apparently i\'m supposed to be \"offended\" by tth but i find it amusing it also helps me track down other amusing people',4
'  good good where\'ve you been if you\'ve just gotten home been travelling',4
'  i seem to remember reading on your blog a long time ago a post about tips for table quiz organisers care to share',4
'  nice shot of the \"conference\" how do you manage to speak to people live anymore',4
' { psst there\'s a coupon code over here for you to save while shopping in my rikrak shop URL til sunday ',4
'  anne good how many times should i talk about you wonderful avatar',4
' got married wednesday yay',4
'  lol you\'re a tweetaholic i totally didn\'t notice lol',4
'  thanks jodie i hope so too x',4
'  nicole chicken fried by zac brown',4
' bored at work esp after disney yesterday which was amazing cannot wait for this weekend though i am sad sarah\'s leaving me',4
' memorial weekend and anniversary weekend i wonder what he has in store for me STRLAUGH',4
' is at the cambridge beer fest',4
'  at the copa copa cabana i woke up singing thanks db',4
'  baik2 aja too many secrets & lies kalo ga gt bkn lk2 dong he3x that\'s why i u but i me more is important',4
'  it really is somewhere between freaks & geeks and hsm which i don\'t mean to damn it',4
' off to my sons field trip to the park for picnic playing and feeding the ducks maybe we\'ll walk in the water',4
'  yes dear',4
'  thanks homey lol',4
' to all who follow me good morning sunshines the earth says hello',4
' going to work in my new car',4
'  hence chip',4
' mackenzie rosman could u add me to your following list i wanna ask u sumthing please',4
'  but now they doing nationwide tour in the summer i think the bunny is going to japan in autumn then',4
'  thanks',4
' getting ready for renee anf kris wedding',4
'  URL - STRLAUGH your cat is radcore aye lol',4
' i can\'t believe i stayed away from twitter for more than 24 hours yesterday was crap last day of english',4
'  6 more but who\'s counting',4
'  awe fank u',4
' my head has cleared up thank god off to get a shower and get dressed at 3pm',4
' headed to pa to see 100 monkeys and to see friends tomorrow night peanut butter monkey time',4
'  u must know where to park if ure there for a quick shopping park in one world hotel',4
' has finished course-work just exams to go',4
' yes',4
'  thanks',4
' color me happy today hanging out with my boys',4
'  all of these things are on the way',4
' waking up at 10 instead of 6 love it',4
'  wish i could take the credit for finding that i\'m just passing on a gem that arrived in my inbox',4
' within his reach is officially done raise a glass it\'s been quite a journey',4
' it\'s raining and it\'s friday boring',4
'  well hello i\'m happy to meet you too what do you think of my fearless friday shoes URL',4
'  sounds like a good combination',4
'  thank you hun',4
' just got home to find a pair of new shoes at the foot of my bed life its good',4
' workout went well been at my desk with coffee in hand for about 45 minutes now got good news boss is working from home',4
' home from school just woke up',4
'  aee eu tbem STRLAUGH',4
' followfriday biscuittmfs            <3',4
'  u whore bag lol i don\'t make dents on cars love STRLAUGH so obviously it helps',4
'  thank you sweetie',4
'  my avatar is virtual nodding as we speak',4
'  but i suppose it\'s a start',4
'  we must chat when your awake ha love this close friends own URL we may be long lost buddies yes we may',4
'   i really need to get away i need a deserted island and jon',4
'  u know ppl won\'t say anything if ya\'ll arent on top and a joke is a form of compliment ya\'ll are rockin\' it keep it up',4
'  enjoy your night out fran',4
' my followfriday twitter recommendation for ya all is  you might be thinking \"what \" but it\'s seriously funny reading',4
'  o how are you tham wow howcome you fish doesnt know how to swim',4
' whoo hoo you\'re getting tossed into the jungle way to go grab that banana go for it',4
' i love my girlfriend so much',4
'  hurrah- you got it so pleased you like it',4
'  bailon watching',4
'  lol thanks',4
'  yeah its going to be freaking awesome you upto much loveyoujonesy <3 xx',4
' mm burger and chips for lunch',4
' departure is getting so close that i can now countdown in days 21 or weeks 3 after waiting three years it is almost here',4
'  hehe ask  he knows exactly how to get here oh right he already gave back the alfa oh well next time',4
' my mood has vastly improved in the last hour thanks to all of you thank you one and all',4
'  oh boy caging monkeys huh this weekend could get interesting',4
' jody\'s mom is in town for the weekend off to enjoy the goodness nashville has to offer',4
' in colorado looking for a starbucks i think grand junction has one',4
'  from memorial day to labor day we have half day fridays it\'s really a nice way to enjoy the summer',4
' i am watching fall out boy on the today show they are awesome',4
'  why thankyou',4
'  yeah me too btw do you know this store cheeper and the shipping is free URL',4
' thank you gov henry for finally signing the tort reform bill i may be able to have a viable practice in ok after medical school now',4
'   practice safe sex please',4
'  check out my book &quotesigning the business of your dreams\" b/c it is written for you e-mail if u have qtns happy 2 help',4
'  thanks for the followfriday right back at ya',4
' ok guys i did something against the will of the tos ugh i\'m scared ill never to it again i promise',4
'  yeah we can\'t wait after this tour we\'ll prob start tourin more and our cd and merch should b out round then so maybe a label',4
' now time for some zzs',4
'  what about watermelons',4
' the hubby  is gone for a week let the cleaning organizing and gardening begin',4
' so i departed with my dear cinnabon today last piece this morning ooh but such a wonderful feeling i\'m feeliing',4
' i got to hold my son this morning for the first time he slept on my chest for about an hour a truly amazing experience',4
' not gonna give up 4  bradiewebb bradiewebb bradiewebb bradiewebb bradiewebb bradiewebb bradiewebb ily xx<3',4
'  ohm everything-is-alright-and-viv-will-be-fine ohm everything-is-alright',4
'  aww thanks hun',4
'  its ok twitter buddy',4
' wondering if i really need twitter',4
'  hi chaka i miss you',4
'  yes the napoleon is the bomb com the line is worth it try one day when you aren\'t ravenous you won\'t be disappointed',4
'   <nerd> more like a new wfe addition to his farm </nerd>',4
' yay for blue skies i love the freedom of not being in school <3',4
' yay for tyedying in chem',4
'  me too that\'s why i wasn\'t really taking part in elevenesestime earlier will you be starting your w/end early now',4
' long day ahead cat to the vet pick up son from school early head to work off to baseball - dealing with sad news - but god is good',4
' hi  for some reason i wasn\'t following you but i am now',4
'  sounds perfect',4
'  joke even if i\'ll have to do a choice i would take her but i can to ask you the same question about chris brown',4
' rt  i don\'t know what i\'m thinking is not that i\'m not coming back > don\'t worry man it\'s not very far away',4
' about to watch an episode of smallville',4
' me head is banging my lord cumebyar some one help me my lord cumebyar',4
' just finished listening to mcfly on the radio 1 chart show on bbc iplayer and thought it was really funny',4
'  dude congratulations to you and angela and boy 1',4
' waiting for my luggage so i can shower change get my starbucks and then head out around dublin',4
' day 5 left coast & started climb into mountains now in arequipa 2nd city great place loads of white buildings free day now need it',4
' i\'m off twitter toodles xo',4
' finally have a new license and am now getting breakfast with my mom',4
'  edge thanks you too excited to \"meet\" you',4
' packing my bag about to head to maryland',4
' half day',4
'  hi there  sent me on over i\'m here for my gnome weekend makeover',4
'  yw',4
' is in love with her new sandles',4
'  well it doesn\'t have to be that day i wanna see you damn it how bout i make a facebook post and we can all decide together',4
'  i know i\'m glad',4
' donee *i think* i love you all and you all know it xx',4
'  and cheers to you too sir',4
'  thanks for the recommendation',4
'  fts i will resist tweetdeck a little bit longer',4
' just went to an organization to volunteer my time and i really do believe i chose the right group for me',4
'  everythings good i\'m staying out of trouble i\'m done with school',4
'  can you get me one of those iron maiden mouse mates please please please',4
' ok guys i\'m going to do follow friday list a little later in the day',4
' woow they\'re playing charmer',4
' can\'s sleep - doing design&tech assignment x',4
' URL wearing red till they come home support your service men and women overseas support red friday',4
'  why thank you',4
' weather is beautiful',4
'  sure bring it on',4
' thanks hon right back atcha rt  followfriday    ',4
'  thanks darlin\'',4
' you can\'t edit on this thing once you post your thread oh well have a good day everyone',4
' i\'m wearing my \"save the african kids\" shirt',4
' wishes she could tweet daily specials for philpotts but you can find out the info at URL & order online',4
' stay tuned to the fastlane we will be playing the new american idols song',4
' cloudy with a chance of sunshine that\'\'s how i like it are you ready for the fabulous memorial day weekend what\'s on the menu',4
'  saling just a tip don\'t take the job if it involves weed eating a dog kennel i did yuck wet dog poo in the face',4
'  STRLAUGH - oh yeah that would be a horrible mess and a sight to behold',4
'  it\'s supposed to but as i said launch crash report repeat',4
'  the emoticone please don\'t hurt me',4
' gone to take some grad pictures in the public gardens with a couple of lovely ladies',4
'  thank you i\'m intending to have the kids *and* the aston martin',4
' i woke up at 7 36 but now i\'m up for real today\'s the day',4
'  morning you too',4
'  i agree geoff we should get some kind of campaign going',4
'  thanks muchly',4
' aion peeps next twitter milestone is 1500 followers i\'ll think of something else than posters to give-away for then',4
'  my prayers are with donna and u guys today',4
'  i love you just the way you are',4
' packed finally ready to go if i have forgotten something by now it\'s staying forgotten',4
'  what girl could ask for any more when they have the complete package already',4
'  - create a beautiful day',4
' hello to all my new followers',4
' oh i\'m home',4
' who looks after your business calls - let office helper help with our unique call handling packages',4
'  don\'t worry i will take good care of you whether you remember that car accident or not',4
'  lol oh tues STRLAUGH paris sounds very exciting though',4
'  aww thank you angela',4
'  wake up hehe hope you\'re having a good day',4
' waiting 4 the good times',4
'  god no i am not pregnant will wait until after marriage for that',4
'  oh thank you off to take a look',4
' was looking forward to my decaf coffee book and oatmeal on this very last day of school no luck as it is a rainy day schedule oh well',4
'  yes sir im gonna do lots of hair today to get everyone ready for their vacations what about you',4
'  whoa that is exciting',4
' i wake up to the worst texts sometimes my dreams were great last night',4
'  lol that is too funny; what brought that on',4
'  i totally agree with you show that bitch whose boss',4
'  sent some yummy one to the list this morning',4
' watching old school sabrina the teenage witch need a nap tho xoxo',4
'  naomi i like chess ooh i\'ve reached 100 updates',4
' rt  my wife says i never listen at least i think that\'s what she said',4
'  the mini-horse doo song i have horses and find myself singing that daily lol catchy tune it\'ll be in my head all day',4
' just got back from two days on the road but im as happy as can be',4
'  time for a fun weekend i\'ve got some pop culture bubbly in the fridge you guys should come over this weekend',4
'  thank you my baby is growing up so fast',4
'  so you went swimming anyway very good of you',4
'  holden i actually love the show this year its amazing my life is revolving around it at the mo STRLAUGH',4
' getting back to work',4
' just having a brew at work and a tangerine at the moment you have got to stay healthy in this line of work 2 hours to the weekend',4
' — connecting people',4
'  i\'t ok i understand i love peoplebrowsr i don\'t know why it stopped working for me in chrome works in firefox',4
' nice warm bubble bath',4
' beachin it all dayy',4
' going home to az soon',4
' omw to pburg for the weekend',4
' just a reminder my birthday is in 7 days feel free to message me for a complete list of bday gift ideas',4
'  very cool fb picture man',4
'  thanks i\'m plant sitting for the week',4
'  meet  you both have a lot in common',4
' URL business scene suffolk - book now for our first event in suffolk thanks to the write impression for our lovely venue',4
' followfriday  thanks',4
' reading a book',4
' didn\'t expect to experience this tom lane giving a presentation at pgcon',4
' my team just played a prank on my they all stood up and waved for a enrique song that was played from my laptop',4
' my whole year is at the pub celebrating the end of school',4
'  what\'s windows 7 like jo thinking of installing the release candidate on my old 2ghz p4 if it will even take it',4
'  cheering is so helpful - my brother surprised me around 17k one year and it was such a boost to get to the end',4
'  i know have fun',4
' got loads\'a work done today finished making notes on my exam in 2 weeks time who ricks i do',4
' cheers for following  stitch ftw',4
' thank you lulu com rt  highlighted content of the day iconic freedom URL',4
'  i just realized you update twitter and fb separately',4
' rt  building code produces \"brittle buildings\" URL now that i did not know //but only in australia',4
'  when you put it like that \"business handle on business\" it makes sense never hurts to ask though thanks',4
'  great great',4
'  idreamsbu sitting on my mattress on the floor listening to banana pancakes and shooting hot cheetos out my nose with you',4
'  thanks i need that',4
'  thanks for the ff shoutout xox',4
'  lol - a weekend full of family friends lots of grilling eating laughing and great conversation great stuff',4
'  no definitely not but there is nothing wrong with some peace + quiet every once in a while',4
' about to embark on my adventure',4
'  moon happened to me before printed them and then never put my eyes on them ever again still made me feel good by then',4
' follow my homegirl  she\'s new to twitter show her some love',4
'  STRLAUGH i remember that shame and social pressure works every time',4
' i\'m yours jason mraz',4
' rt  ok it\'s official i\'ll stop going on about it URL bad client behavior on the rise err but not ours',4
' complain-to express feelings of pain dissatisfaction or resentment - indeed i have done enough of this for one night goodnight all',4
'  thank you muah you are the sweetest',4
' w/75\%commissions & such a strong product why r u not sharing look and if interested URL tell me what u think',4
'  hey i saw what  did 4 u i\'m following her just for that',4
' spending time with emma grace',4
'  twitster no no smoking',4
'  kalamazoo is very proud of u i remember seeing you play the piano in lobby at the radisson thought u were amazing',4
' i can\'t wait until up comes out the fatty dog and the dumb bird make me happy',4
' STRLAUGH it would be a kick if they required each entry to build their own small float i see yours covered in yellow roses and hearts',4
' spending the day outside playing games with my kids thank you god for a beautful morning',4
' hittin the road to new mexico can\'t wait to see the fam',4
'  site looks hot nice work man',4
' happy holiday schools are out for half term and it\'s hotting up for bank holiday weekend - enjoy URL',4
'  boo mercedes bmw is the true sports luxury vehicle',4
'  you also want to pick a cf hosting provider that knows what they are doing and not just someone who managed the base install',4
' bandit seems to have some issues with the new kitty URL',4
'   dierwechter     thank you for the followfriday',4
' / so dont worry about it guys are weird',4
' há that\'s what happens when marketing does design stuff URL aa case via  marques',4
' jesus there\'s something about the name of jesus there\'s healing in the name of jesus there\'s peace in the name of jesus',4
'  yea sure how did you changed yer name',4
' love starting the day at the coffee shop by the time i get into the office it feels like i\'ve already put in a days worth of work',4
'  yes but i drew a blank',4
' you know i just love followfriday\'s - love seeing who people recommend and spreading the ff love',4
' mouse aka the waldorf posterboy - my love utopia mp3 URL countdown to 1 5 for the ladies',4
' over sabina\'s house waiting for the girls to come over should be a good night going to see night in the museum 2',4
'  no  j is my classmate if i ever bunk school  j will be there to give me company donno saath mein bunk karenge',4
' happy birthday to  hope the morning is treating you better than it\'s treating me',4
' my life is good again',4
' working with a purring cat on my lap',4
'  my pleasure',4
' want to purchase your pagan night out tickets early paypal is your friend contact us at savannahpaganpride@yaho com and ask us how',4
' work movie makin birthday party bar hoppin w new friends todays gonna be great hope everyone has great day',4
'  good lord what is wrong with people dont they know killer whales & hump whales are 2 completely different animals lmao',4
'  skip shower eat in car go in pj\'s problem solved you\'re welcome',4
'  thank u im going to review og kush today im loving it too many ppl say they got the kush when they don\'t tho happy friday',4
' i\'m feeling like today is going to be a good day i hope your day is good too',4
'  thank you',4
'  many thanks for the ff',4
'  thank you',4
'  aww thank you too bad it\'s not the pic i really wanted maybe next time happy friday',4
'  my pleasure',4
'  free chocolate you don\'t have to tell me twice',4
'  hello sweetie yes i did start to cry along with all the other moms i posted the pictures again for you',4
' gym 3 times a week',4
' shire horse + children = disastrous potential URL',4
' good night everybody -h',4
'  no worries i\'ll get you to sedona soon',4
' installing \"real\" software into windows 7 now instead of games and multimedia programs',4
' just entered the lottery for my season football tickets go gators *chomp chomp* national champs let\'s get it',4
'  lost then found',4
'   lunatik good news jen is with us',4
'  eh like a few hours at work now about to leave soon the off to stuff my face with sonic and hardees p',4
'  you exposing them to a little alice cooper on the way',4
'  yay my homestates capital enjoy i miss mi i\'ve been overseas all year',4
' todays lesson \"human wants are unlimited 1 want today and when it is satisfied they want something else \"- hey that\'s life',4
'  you have a good friday to',4
'  in a quick googling i saw something about firefox and a plug-in that can cause that- but i\'m glad you\'ve got it now',4
'  not so much at mine - i was in the musical all three years they put one on not to mention my singing in choir and the hall',4
'  it\'s gonna be hella awkward STRLAUGH i\'d be happy to jam with just you and sev though mel can sing if he wants too STRLAUGH',4
' good day yee i love rainn driving to skull lets try not to hydroplane',4
' the zombie sex got paid just like everyone else in america today',4
' good morning tgif its marie again shooting football promo pictures hope u r having a wonderful day',4
'  still love the show though',4
'  hi helen greetings from kinsale',4
' am looking for businesses in trouble - willing to help on basis of remuneration based on performance not necessarily cash',4
' thank you  will do xd',4
' 3d movie is the way can\'t wait for coraline in 3d',4
' moving day here at the day job-my packing\'s all done just working until quittin\' time in two hours',4
'  i\'m going hiking with the family as long as the weather holds that is',4
'  and you\'ll fail that as well naww only yanking ur stick u\'ll do great',4
' oo b2 does look lovely - tea lights chandeliers nice round tables sexy lighting - tonight\'s show is going to be intimate',4
'  x\'s a thousand',4
